ts,city,temp,cond
1998-03-04 00:00:00.0,Bruxelles,80,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1998-03-06 00:00:00.0,Bruxelles,54,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-17 00:00:00.0,Bruxelles,104,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-03-19 00:00:00.0,Bruxelles,107,Haze
1998-03-24 00:00:00.0,Bruxelles,97,"Shower(s) of rain and snow mixed slight"
1998-03-31 00:00:00.0,Bruxelles,61,"Shower(s) of rain and snow mixed moderate or heavy"
1998-04-10 00:00:00.0,Bruxelles,72,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1998-04-17 00:00:00.0,Bruxelles,62,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-04-23 00:00:00.0,Bruxelles,115,"Rain or drizzle and snow slight"
1998-04-24 00:00:00.0,Bruxelles,88,Slight or moderate blowing snow generally high (above eye level)
1998-05-05 00:00:00.0,Bruxelles,41,"Rain or drizzle and snow slight"
1998-05-06 00:00:00.0,Bruxelles,63,"Rain not freezing continuous moderate at time of observation"
1998-05-07 00:00:00.0,Bruxelles,98,State of sky on the whole unchanged
1998-05-12 00:00:00.0,Bruxelles,104,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1998-05-19 00:00:00.0,Bruxelles,98,"Rain freezing slight"
1998-05-28 00:00:00.0,Bruxelles,93,"Rain or drizzle and snow slight"
1998-05-29 00:00:00.0,Bruxelles,50,"Rain not freezing continuous moderate at time of observation"
1998-06-02 00:00:00.0,Bruxelles,105,Haze
1996-09-12 00:00:00.0,Buenos Aires,100,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1996-09-13 00:00:00.0,Buenos Aires,44,"Drizzle freezing slight"
1996-09-16 00:00:00.0,Buenos Aires,93,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1996-09-24 00:00:00.0,Buenos Aires,91,"Continuous fall of snowflakes moderate at time of observation"
1996-09-26 00:00:00.0,Buenos Aires,83,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1996-10-11 00:00:00.0,Buenos Aires,105,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1996-10-17 00:00:00.0,Buenos Aires,83,Snow not falling as shower(s)
1996-10-25 00:00:00.0,Buenos Aires,92,"Fog depositing rime sky invisible"
1996-11-15 00:00:00.0,Buenos Aires,89,Heavy drifting snow generally low (below eye level)
1996-11-25 00:00:00.0,Buenos Aires,113,Heavy drifting snow generally low (below eye level)
1996-11-26 00:00:00.0,Buenos Aires,81,Cloud development not observed or not observable
1996-11-28 00:00:00.0,Buenos Aires,64,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1996-12-06 00:00:00.0,Buenos Aires,79,"Continuous fall of snowflakes heavy at time of observation"
1997-01-03 00:00:00.0,Buenos Aires,80,"Rain not freezing continuous slight at time of observation"
1997-01-07 00:00:00.0,Buenos Aires,78,Slight or moderate blowing snow generally high (above eye level)
1997-01-15 00:00:00.0,Buenos Aires,79,Ice pellets
1997-01-22 00:00:00.0,Buenos Aires,81,"Drizzle not freezing intermittent slight at time of observation"
1997-01-24 00:00:00.0,Buenos Aires,46,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-02-06 00:00:00.0,Buenos Aires,98,"Snow shower(s) moderate or heavy"
1997-02-07 00:00:00.0,Buenos Aires,54,"Drizzle not freezing intermittent slight at time of observation"
1997-02-13 00:00:00.0,Buenos Aires,80,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-02-17 00:00:00.0,Buenos Aires,77,Slight or moderate blowing snow generally high (above eye level)
1997-03-05 00:00:00.0,Buenos Aires,76,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1997-03-17 00:00:00.0,Buenos Aires,71,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1997-03-18 00:00:00.0,Buenos Aires,56,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-03-20 00:00:00.0,Buenos Aires,99,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-03-31 00:00:00.0,Buenos Aires,106,Fog or ice fog in patches
1997-04-01 00:00:00.0,Buenos Aires,63,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-04-03 00:00:00.0,Buenos Aires,85,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-04-14 00:00:00.0,Buenos Aires,118,"Snow shower(s) moderate or heavy"
1997-04-17 00:00:00.0,Buenos Aires,97,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-04-30 00:00:00.0,Buenos Aires,76,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-05-01 00:00:00.0,Buenos Aires,69,Slight or moderate drifting snow generally low (below eye level)
1997-05-09 00:00:00.0,Buenos Aires,117,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-05-13 00:00:00.0,Buenos Aires,81,Rain (not freezing) not falling as shower(s)
1997-05-15 00:00:00.0,Buenos Aires,101,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-05-16 00:00:00.0,Buenos Aires,68,Haze
1997-05-20 00:00:00.0,Buenos Aires,100,"Intermittent fall of snowflakes moderate at time of observation"
1997-05-27 00:00:00.0,Buenos Aires,84,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-05-28 00:00:00.0,Buenos Aires,96,"Drizzle not freezing intermittent slight at time of observation"
1997-05-30 00:00:00.0,Buenos Aires,101,Snow not falling as shower(s)
1997-06-02 00:00:00.0,Buenos Aires,77,"Rain not freezing continuous heavy at time of observation"
1997-06-05 00:00:00.0,Buenos Aires,101,"Drizzle freezing slight"
1997-06-17 00:00:00.0,Buenos Aires,74,Shower(s) of snow or of rain and snow
1997-06-19 00:00:00.0,Buenos Aires,51,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-06-20 00:00:00.0,Buenos Aires,61,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-06-30 00:00:00.0,Buenos Aires,110,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-07-04 00:00:00.0,Buenos Aires,91,"Rain not freezing intermittent moderate at time of observation"
1997-07-17 00:00:00.0,Buenos Aires,63,"Continuous fall of snowflakes slight at time of observation"
1997-07-24 00:00:00.0,Buenos Aires,92,Rain (not freezing) not falling as shower(s)
1997-07-25 00:00:00.0,Buenos Aires,71,"Intermittent fall of snowflakes slight at time of observation"
1997-07-28 00:00:00.0,Buenos Aires,57,"Rain not freezing continuous moderate at time of observation"
1997-08-04 00:00:00.0,Buenos Aires,72,Shower(s) of snow or of rain and snow
1997-08-08 00:00:00.0,Buenos Aires,58,"Thunderstorm but no precipitation at the time of observation"
1997-08-14 00:00:00.0,Buenos Aires,119,Rain and snow or ice pellets not falling as shower(s)
1997-08-20 00:00:00.0,Buenos Aires,103,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-08-27 00:00:00.0,Buenos Aires,47,"Rain shower(s) violent"
1997-08-28 00:00:00.0,Buenos Aires,101,"Rain not freezing intermittent moderate at time of observation"
1997-09-02 00:00:00.0,Buenos Aires,58,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-09-08 00:00:00.0,Buenos Aires,58,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-09-11 00:00:00.0,Buenos Aires,85,"Rain shower(s) moderate or heavy"
1997-09-12 00:00:00.0,Buenos Aires,99,"Shower(s) of rain and snow mixed slight"
1997-09-17 00:00:00.0,Buenos Aires,94,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-09-22 00:00:00.0,Buenos Aires,39,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-09-26 00:00:00.0,Buenos Aires,115,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-10-01 00:00:00.0,Buenos Aires,47,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-10-02 00:00:00.0,Buenos Aires,103,"Drizzle and rain slight"
1997-10-16 00:00:00.0,Buenos Aires,47,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1997-10-21 00:00:00.0,Buenos Aires,60,Rain (not freezing) not falling as shower(s)
1997-10-23 00:00:00.0,Buenos Aires,110,Shower(s) of snow or of rain and snow
1997-11-06 00:00:00.0,Buenos Aires,76,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-11-14 00:00:00.0,Buenos Aires,92,Rain (not freezing) not falling as shower(s)
1997-11-17 00:00:00.0,Buenos Aires,110,"Continuous fall of snowflakes slight at time of observation"
1997-11-21 00:00:00.0,Buenos Aires,84,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-11-24 00:00:00.0,Buenos Aires,79,Fog or ice fog in patches
1997-12-02 00:00:00.0,Buenos Aires,100,Slight or moderate drifting snow generally low (below eye level)
1997-12-09 00:00:00.0,Buenos Aires,87,Haze
1997-12-16 00:00:00.0,Buenos Aires,72,"Rain shower(s) moderate or heavy"
1997-12-19 00:00:00.0,Buenos Aires,93,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1997-12-25 00:00:00.0,Buenos Aires,44,"Shower(s) of rain and snow mixed slight"
1997-12-26 00:00:00.0,Buenos Aires,115,"Drizzle freezing slight"
1998-01-01 00:00:00.0,Buenos Aires,67,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-01-02 00:00:00.0,Buenos Aires,87,"Intermittent fall of snowflakes slight at time of observation"
1998-01-05 00:00:00.0,Buenos Aires,119,"Intermittent fall of snowflakes heavy at time of observation"
1998-01-14 00:00:00.0,Buenos Aires,55,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1998-01-26 00:00:00.0,Buenos Aires,105,Fog or ice fog in patches
1998-01-27 00:00:00.0,Buenos Aires,112,Fog or ice fog in patches
1998-02-02 00:00:00.0,Buenos Aires,87,"Drizzle freezing slight"
1998-02-04 00:00:00.0,Buenos Aires,104,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1998-02-05 00:00:00.0,Buenos Aires,92,"Fog depositing rime sky invisible"
1998-02-06 00:00:00.0,Buenos Aires,95,Snow not falling as shower(s)
1998-02-09 00:00:00.0,Buenos Aires,104,"Rain not freezing intermittent heavy at time of observation"
1998-02-11 00:00:00.0,Buenos Aires,66,Squalls at or within sight of the station during the preceding hour or at the time of observation
1998-02-12 00:00:00.0,Buenos Aires,74,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1998-02-16 00:00:00.0,Buenos Aires,97,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1998-02-24 00:00:00.0,Buenos Aires,39,"Drizzle not freezing intermittent moderate at time of observation"
1998-02-27 00:00:00.0,Buenos Aires,68,Clouds generally dissolving or becoming less developed
1998-03-04 00:00:00.0,Buenos Aires,70,State of sky on the whole unchanged
1998-03-06 00:00:00.0,Buenos Aires,54,Cloud development not observed or not observable
1998-03-11 00:00:00.0,Buenos Aires,100,"Fog depositing rime sky invisible"
1998-03-16 00:00:00.0,Buenos Aires,112,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1998-03-17 00:00:00.0,Buenos Aires,52,"Drizzle freezing moderate or heavy (dense)"
1998-03-19 00:00:00.0,Buenos Aires,85,Heavy blowing snow generally high (above eye level)
1998-03-20 00:00:00.0,Buenos Aires,78,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-03-24 00:00:00.0,Buenos Aires,98,Heavy blowing snow generally high (above eye level)
1998-03-26 00:00:00.0,Buenos Aires,104,"Intermittent fall of snowflakes moderate at time of observation"
1998-03-27 00:00:00.0,Buenos Aires,106,"Shower(s) of rain and snow mixed slight"
1998-03-31 00:00:00.0,Buenos Aires,62,"Rain shower(s) violent"
1998-04-01 00:00:00.0,Buenos Aires,65,"Drizzle and rain slight"
1998-04-10 00:00:00.0,Buenos Aires,63,"Continuous fall of snowflakes moderate at time of observation"
1998-04-14 00:00:00.0,Buenos Aires,88,"Drizzle not freezing continuous slight at time of observation"
1998-04-15 00:00:00.0,Buenos Aires,68,Mist
1998-04-16 00:00:00.0,Buenos Aires,89,Shower(s) of rain
1998-04-17 00:00:00.0,Buenos Aires,88,"Drizzle not freezing intermittent moderate at time of observation"
1998-04-23 00:00:00.0,Buenos Aires,41,"Rain or drizzle and snow moderate or heavy"
1998-04-27 00:00:00.0,Buenos Aires,90,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-04-28 00:00:00.0,Buenos Aires,98,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1998-04-29 00:00:00.0,Buenos Aires,65,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
